sample,method,mean_abs_calibration_gap_before,mean_abs_calibration_gap_after,max_abs_calibration_gap_before,max_abs_calibration_gap_after,high_risk_tail_gap_before,high_risk_tail_gap_after,brier_score_before,brier_score_after,evaluation_use,decision
validation_2016,Validation-2016 decile-level multiplicative factor,0.03399994310598512,1.3410033717495966e-06,0.09995424320302082,1.341003371735372e-05,0.09995424320302082,1.341003371735372e-05,0.12240013201828584,0.12089093210541513,"factor fitting only, not independent evaluation","Fitting sample only - zero/low validation gap is mechanical, not independent evidence; no final recalibrated PD selected."
test_2017,Validation-2016 decile-level multiplicative factor,0.016893289076736283,0.017188305562214644,0.06921140809317661,0.03024976079205044,0.06921140809317661,-0.03024976079205044,0.1078816029487304,0.10759636482201784,out-of-time check,Diagnostic candidate reduces high-risk underprediction but over-corrects several lower/mid deciles; no final recalibrated PD selected.
