vintage_quarter,vintage_month,accounts,matured_accounts,bad_accounts,ead,expected_loss,avg_pd,avg_score,avg_fico,avg_dti,high_dti_share,vintage_bad_rate,el_rate,maturity_status
2017Q3,2017-07,14942,14942,3598,206747850,16327612.727745041,0.19878211176631463,489.1808013567742,699.7343059831347,19.099968545040824,0.09925043501539285,0.2407977513050462,0.07897355511917073,Matured outcome usable
2017Q3,2017-08,15463,15463,3541,211735425,16492634.256559683,0.19639141368283056,490.2729415038483,700.5928345081808,19.1515999482636,0.0977818017202354,0.22899825389639786,0.07789265427152628,Matured outcome usable
2017Q3,2017-09,13372,13372,3339,195515100,15217012.88156051,0.19694105401067985,490.3753722124532,702.9536344600658,20.04888348788513,0.13640442716123244,0.24970086748429554,0.0778303715751904,Matured outcome usable
2017Q4,2017-10,11895,11895,2639,170568125,12590639.960968163,0.19011000870268935,493.5503019721192,706.5852038671711,19.564137032366542,0.13266078184110972,0.22185792349726777,0.0738159017751304,Matured outcome usable
2017Q4,2017-11,12086,12086,2524,174447200,12531971.861707877,0.18746047324197712,494.8879620364302,707.6799189144465,19.265441833526395,0.12435876220420321,0.2088366705278835,0.0718381943746181,Matured outcome usable
2017Q4,2017-12,10045,10045,2145,149741725,10569204.111432798,0.18465557190406962,496.3304531940302,708.6672473867595,19.27464111498258,0.12294673967147834,0.21353907416625187,0.07058289272033429,Matured outcome usable
2018Q1,2018-01,8575,0,0,129881825,8967448.327954905,0.18167909825684184,497.93305706012245,710.341166180758,18.883315451895044,0.1211661807580175,,0.06904313461837255,Monitor only
2018Q1,2018-02,6731,0,0,103530525,7234533.8318905085,0.1830375363958642,497.29458606215445,709.9967315406329,18.83469915317189,0.12345862427573912,,0.06987826857721921,Monitor only
2018Q1,2018-03,7151,0,0,108824875,7478374.449652632,0.1809023691466594,498.3723754518282,710.6645224444134,18.81159837784925,0.12040274087540204,,0.06871934794000574,Monitor only
2018Q2,2018-04,6905,0,0,102446375,7118708.408634047,0.18258751090549494,497.4839469264645,709.802679217958,18.69061115133961,0.12469225199131065,,0.0694871673949815,Monitor only
2018Q2,2018-05,6619,0,0,99216025,6969685.8277624715,0.1820893627162659,497.8353446332893,709.3879740142015,18.693231605982778,0.11300800725185073,,0.07024758175670182,Monitor only
2018Q2,2018-06,4880,0,0,72570950,4971378.957503018,0.18010988147077928,498.7645691755472,710.3545081967213,18.09943237704918,0.1125,,0.0685037050982937,Monitor only
2018Q3,2018-07,4307,0,0,63391725,4402915.771269704,0.18175927939369166,497.7889760265878,709.2928952867425,18.830763872765267,0.11864406779661017,,0.06945568638918888,Monitor only
2018Q3,2018-08,3554,0,0,50345125,3435077.2920832327,0.17957323707046197,499.15816386775697,711.0687957231289,18.520571187394484,0.1212718064153067,,0.06823058423398955,Monitor only
2018Q3,2018-09,2420,0,0,35216800,2394593.448663673,0.1780855706632989,499.8654740740979,712.2231404958678,18.61469834710744,0.12396694214876033,,0.06799577044659574,Monitor only
2018Q4,2018-10,2146,0,0,30068325,1999872.7097224207,0.1764500604974333,500.33981543439677,711.7649114631873,18.54355079217148,0.11183597390493942,,0.06651094498022157,Monitor only
