metric,value
sba_rows,545751.0
sba_chargeoff_account_rate,0.0682582349826202
sba_chargeoff_amount_rate,0.0256459714209564
sba_avg_initial_interest_rate,6.531549091435472
sba_avg_term_months,121.33589494109953
